sentence_id,words,labels
258,impact,O
258,grow,O
258,unquenchable,O
258,thirst,O
258,growth,O
258,looking,O
258,next,O
258,interesting,O
258,challenge,O
258,looking,O
258,push,O
258,keep,O
258,pace,O
258,hyper,O
258,growth,O
258,environment,O
259,key,O
259,areas,O
259,responsibility,O
259,operations,I-DEPT
259,support,I-SKILL
259,live,O
259,product,O
259,customer,O
259,accountable,O
259,complex,O
259,questions,O
259,requires,O
259,certain,O
259,level,O
259,investigation,O
259,cause,O
259,component,O
259,module,O
259,sub,O
259,system,O
259,design,I-SKILL
259,implementation,O
259,documentation,I-SKILL
259,creates,O
259,maintains,O
259,swing,O
259,application,I-SKILL
259,creates,O
259,maintains,O
259,web,O
259,pages,O
259,angularjs,O
259,html5,I-SKILL
259,css3,O
259,unit,B-SKILL
259,testing,I-SKILL
259,creates,O
259,maintains,O
259,web,B-SKILL
259,services,I-SKILL
259,java,I-SKILL
259,unit,O
259,testing,O
259,creates,O
259,maintains,O
259,db,O
259,objects,O
259,functions,O
259,procedures,O
259,triggers,O
259,etc,O
259,assigned,O
259,modules,O
259,part,O
259,electronic,O
259,medical,O
259,record,O
259,emr,O
259,one,O
259,buisness,O
259,category,O
259,cci,O
259,provides,O
259,global,O
259,customers,I-DEPT
259,integrated,O
259,innovative,O
259,solutions,O
259,manage,O
259,data,O
259,across,O
259,hospital,O
259,clinic,O
259,networks,O
259,digitalizing,O
259,clinical,O
259,pathways,O
259,thus,O
259,enabling,O
259,seamless,O
259,communication,I-SKILL
259,relevant,O
259,data,O
259,across,O
259,health,O
259,continuum,O
259,past,O
259,years,O
259,collectively,O
259,developed,O
259,delivered,O
259,winning,O
259,electronic,O
259,medical,O
259,records,O
259,emr,O
259,electronic,O
259,health,O
259,records,O
259,ehr,O
259,solution,O
259,commercially,O
259,known,O
259,tasy,O
259,serving,O
259,springboards,O
259,future,O
259,tasy,O
259,complete,O
259,integrated,O
259,emr,O
259,solution,O
259,platform,O
259,management,O
259,private,O
259,public,O
259,healthcare,I-DEPT
259,organizations,O
259,1000,O
259,installations,O
259,emr,O
259,buisness,O
259,category,O
259,consists,O
259,600,O
259,employees,O
259,dispersed,O
259,two,O
259,main,O
259,locations,O
259,development,I-SKILL
259,purpose,O
259,blumenau,O
259,brazil,O
259,bangalore,O
259,india,O
259,global,O
259,organization,O
259,almost,O
259,emr,O
259,activities,O
259,take,O
259,place,O
259,two,O
259,sites,O
259,strong,O
259,footprint,O
259,targeted,O
259,markets,O
259,solutions,O
259,codesigned,O
259,implemented,O
259,customer,O
259,sites,O
259,australia,O
259,germany,O
259,japan,O
259,etc,O
259,role,O
259,competency,O
259,experience,O
259,java,O
259,html5,O
259,css3,O
259,js,O
259,angular,I-SKILL
259,js,O
259,1,O
259,x,O
259,rest,O
259,experience,O
259,sql,I-SKILL
259,plsql,O
259,strong,B-SKILL
259,analytical,I-SKILL
259,problem,B-SKILL
259,solving,I-SKILL
259,skills,O
259,experience,O
259,healthcare,O
259,domain,I-SKILL
259,preferred,O
259,knowledge,O
259,software,I-DEPT
259,tools,O
259,like,O
259,github,O
259,sonar,O
259,jenkins,I-SKILL
259,etc,O
259,good,O
259,general,O
259,knowledge,O
259,hardware,I-DEPT
259,software,O
259,database,I-SKILL
259,systems,O
259,date,O
259,knowledge,O
259,latest,O
259,software,O
259,trends,O
259,personal,O
259,characteristics,O
259,open,O
259,work,O
259,multisite,O
259,teams,O
259,across,O
259,multiple,O
259,time,O
259,zones,O
259,shifts,O
259,excellent,O
259,oral,O
259,written,B-SKILL
259,communication,I-SKILL
259,skill,O
259,details,O
259,oriented,O
259,quality,O
259,conscious,O
259,ability,O
259,multitask,O
259,quick,O
259,learner,O
259,ability,O
259,work,O
259,pressure,O
259,minimal,O
259,guidance,O
259,good,O
259,team,O
259,player,O
259,education,O
259,bachelors,O
259,masters,O
259,engineering,O
259,mca,O
259,sc,O
259,computer,B-DEPT
259,science,I-DEPT
259,bio,O
259,tech,O
259,bio,O
259,informatics,O
260,software,B-ROLE
260,engineer,I-ROLE
260,typical,O
260,day,O
260,might,O
260,include,O
260,following,O
260,quickly,O
260,adapting,O
260,new,O
260,development,I-SKILL
260,environments,O
260,changing,O
260,business,B-ROLE
260,requirements,I-ROLE
260,creating,O
260,reliablemaintainable,O
260,code,O
260,find,O
260,creative,O
260,scalable,O
260,solutions,O
260,difficult,O
260,problems,O
260,problem,B-SKILL
260,solving,I-SKILL
260,logical,O
260,thinking,O
260,dedicated,O
260,job,O
260,might,O
260,basic,O
260,understanding,O
260,javascript,I-SKILL
260,frameworks,O
260,like,O
260,angularreact,O
260,jquery,I-SKILL
260,html,I-SKILL
260,5,O
260,css,I-SKILL
260,3,O
260,ajax,I-SKILL
260,interest,O
260,web,B-SKILL
260,services,I-SKILL
260,api,I-SKILL
260,integration,O
260,knowledge,O
260,python,I-SKILL
260,php,O
260,related,O
260,object,B-SKILL
260,oriented,I-SKILL
260,programming,I-SKILL
260,added,O
260,advantage,O
260,education,O
260,bachelor,O
260,degree,O
260,engineering,O
260,csit,O
260,80,O
260,2019,O
260,2020,O
260,batch,O
260,expect,O
260,following,O
260,us,O
260,competitive,O
260,salary,O
260,highly,O
260,talented,O
260,versatile,O
260,team,O
260,engineers,O
260,researchers,O
260,designers,O
260,flexible,O
260,working,O
260,hours,O
260,house,O
260,cricket,O
260,pitch,O
260,bowling,O
260,simulation,O
260,first,O
260,time,O
260,india,O
260,fitness,O
260,membership,O
260,plus,O
260,free,O
260,yoga,O
260,meditation,O
260,sponsored,O
260,team,O
260,events,O
260,fun,O
260,quirky,O
260,celebrations,O
260,foosball,O
260,mini,O
260,theater,O
261,good,O
261,knowledge,O
261,java,I-SKILL
261,python,I-SKILL
261,node,B-SKILL
261,js,I-SKILL
261,c,O
261,c,O
261,net,O
261,logical,O
261,analytical,I-SKILL
261,thinking,O
261,towards,O
261,programming,I-SKILL
261,dreaming,O
261,job,O
261,want,O
261,join,O
261,company,O
261,immediately,O
261,big,O
261,surprise,O
261,join,O
261,creative,O
261,dedicated,O
261,team,O
261,immediately,O
261,take,O
261,interview,O
261,join,O
261,us,O
261,chennai,O
261,location,O
261,execute,O
261,full,O
261,software,B-SKILL
261,development,I-SKILL
261,life,O
261,cycle,O
261,sdlc,I-SKILL
261,code,O
261,test,O
261,troubleshoot,O
261,programs,O
261,utilizing,O
261,appropriate,O
261,framework,O
261,database,I-SKILL
261,programming,O
261,technology,O
261,write,O
261,quality,O
261,clean,O
261,code,O
261,using,O
261,prescribed,O
261,specifications,O
261,analyze,O
261,performance,I-SKILL
261,programs,O
261,take,O
261,action,O
261,correct,O
261,deficiencies,O
261,rounds,O
261,interview,O
261,level,O
261,1,O
261,walkin,O
261,directly,O
261,company,O
261,mcq,O
261,level,O
261,1,O
261,level,O
261,2,O
261,3,O
261,programming,O
261,test,O
261,level,O
261,4,O
261,technical,O
261,interview,O
261,eligibility,O
261,b,O
261,e,O
261,b,O
261,tech,O
261,e,O
261,tech,O
261,mca,O
261,2018,O
261,2019,O
261,2020,O
261,passed,O
261,outs,O
261,immediate,O
261,joiners,O
261,job,O
261,position,O
261,trainee,O
261,software,B-ROLE
261,engineer,I-ROLE
261,job,O
261,location,O
261,chennai,O
261,porur,O
261,salary,O
261,package,O
261,2,O
261,3,O
261,l,O
261,per,O
261,annum,O
261,join,O
261,soft,O
261,suave,O
261,1,O
261,soft,O
261,suave,O
261,fast,O
261,growing,O
261,company,O
261,enormous,O
261,challenges,O
261,opportunities,O
261,grow,O
261,2,O
261,soft,O
261,suave,O
261,place,O
261,smart,O
261,work,O
261,way,O
261,3,O
261,hub,O
261,like,O
261,minded,O
261,team,O
261,innovative,O
261,ideas,O
261,strategic,O
261,thinkers,O
261,meet,O
261,4,O
261,believe,O
261,delighted,O
261,fortune,O
261,500,O
261,clients,O
261,backed,O
261,creative,O
261,great,O
261,team,O
261,reasons,O
261,growing,O
261,growing,O
261,us,O
261,join,O
261,smart,O
261,technology,O
261,team,O
261,experience,O
261,growth,O
262,general,O
262,summary,O
262,purpose,O
262,role,O
262,provide,O
262,application,I-SKILL
262,support,I-SKILL
262,ensure,O
262,qualcomm,O
262,customers,I-DEPT
262,developing,I-SKILL
262,bluetooth,O
262,audio,O
262,products,O
262,earbuds,O
262,headsets,O
262,speakers,O
262,reach,O
262,production,I-ROLE
262,quickly,O
262,possible,O
262,role,O
262,accelerates,O
262,customer,O
262,development,I-SKILL
262,process,O
262,ensuring,O
262,customers,O
262,technical,O
262,requirements,O
262,met,O
262,problems,O
262,resolved,O
262,achieved,O
262,working,O
262,customers,O
262,identify,O
262,technical,O
262,specifications,O
262,advising,O
262,implementation,O
262,issues,O
262,testing,I-SKILL
262,scenarios,O
262,concern,O
262,projects,O
262,validating,O
262,qualcomms,O
262,software,I-DEPT
262,hardware,I-DEPT
262,deliverables,O
262,within,O
262,scope,O
262,project,O
262,responsibilities,O
262,role,O
262,include,O
262,working,O
262,close,O
262,supervision,O
262,taking,O
262,responsibility,O
262,work,O
262,making,O
262,decisions,O
262,limited,O
262,impact,O
262,impact,O
262,decisions,O
262,readily,O
262,apparent,O
262,errors,O
262,made,O
262,typically,O
262,impact,O
262,timeline,O
262,e,O
262,require,O
262,additional,O
262,time,O
262,correct,O
262,using,O
262,verbal,O
262,written,B-SKILL
262,communication,I-SKILL
262,skills,O
262,convey,O
262,basic,O
262,routine,O
262,factual,O
262,information,O
262,day,O
262,day,O
262,activities,O
262,others,O
262,fully,O
262,knowledgeable,O
262,subject,O
262,area,O
262,completing,O
262,tasks,O
262,multiple,O
262,steps,O
262,performed,O
262,various,O
262,orders,O
262,planning,O
262,prioritization,O
262,must,O
262,occur,O
262,complete,O
262,tasks,O
262,effectively,O
262,mistakes,O
262,may,O
262,result,O
262,rework,O
262,exercising,O
262,creativity,O
262,troubleshoot,O
262,technical,O
262,problems,O
262,deal,O
262,novel,O
262,circumstances,O
262,using,O
262,deductive,O
262,problem,B-SKILL
262,solving,I-SKILL
262,solve,O
262,moderately,O
262,complex,O
262,problems,O
262,problems,O
262,defined,O
262,processes,O
262,diagnosis,O
262,detection,O
262,limited,O
262,data,O
262,analysis,O
262,may,O
262,required,O
262,responsibilities,O
262,role,O
262,include,O
262,financial,O
262,accountability,O
262,e,O
262,g,O
262,involve,O
262,budgeting,I-SKILL
262,responsibility,O
262,influence,O
262,key,O
262,organizational,O
262,decisions,O
262,role,O
262,strategic,O
262,planning,O
262,principal,O
262,duties,O
262,responsibilities,O
262,provides,O
262,timely,O
262,accurate,O
262,answers,O
262,customer,O
262,inquiries,O
262,guidance,O
262,experienced,O
262,peers,O
262,identifies,O
262,customer,O
262,problems,O
262,brings,O
262,attention,O
262,manager,I-ROLE
262,project,O
262,leads,O
262,shares,O
262,customer,O
262,input,O
262,others,O
262,team,O
262,regarding,O
262,modifications,O
262,qualcomm,O
262,solutions,O
262,supports,O
262,root,O
262,cause,O
262,analyses,O
262,basic,O
262,customer,O
262,problems,O
262,identify,O
262,underlying,O
262,issue,O
262,assists,O
262,customers,O
262,integrating,O
262,qualcomm,O
262,software,B-DEPT
262,solutions,I-DEPT
262,assists,O
262,development,B-DEPT
262,team,I-DEPT
262,customizing,O
262,qualcomm,O
262,software,O
262,meet,O
262,customer,O
262,requirements,O
262,supports,O
262,debugging,I-SKILL
262,basic,O
262,issues,O
262,customer,O
262,software,O
262,systems,O
262,attends,O
262,internal,O
262,project,O
262,meetings,O
262,assists,O
262,software,O
262,module,O
262,recommends,O
262,appropriate,O
262,modifications,O
262,enhancements,O
262,light,O
262,customer,O
262,needs,O
262,guidance,O
262,assists,O
262,publishing,O
262,e,O
262,g,O
262,writing,O
262,reviewing,O
262,editing,O
262,product,O
262,technical,O
262,documentation,I-SKILL
262,demonstrates,O
262,qualcomm,O
262,products,O
262,offerings,O
262,customers,O
262,instructed,O
262,tech,O
262,leads,O
262,travels,O
262,key,O
262,customer,O
262,sites,O
262,regional,O
262,offices,O
262,1,O
262,years,O
262,experience,O
262,debugging,O
262,techniques,O
262,1,O
262,year,O
262,experience,O
262,embedded,O
262,c,O
262,programming,I-SKILL
262,diagnostic,O
262,analytical,I-SKILL
262,skills,O
262,limited,O
262,amount,O
262,technical,O
262,information,O
262,knowledge,O
262,digital,O
262,interfaces,O
262,uart,O
262,i2c,O
262,usb,O
262,spi,O
262,knowledge,O
262,bluetooth,O
262,core,O
262,standard,O
262,audio,O
262,related,O
262,profiles,O
262,hfp,O
262,a2dp,O
262,avrcp,O
262,avdtp,O
262,hands,O
262,experience,O
262,capturing,O
262,analyzing,O
262,air,O
262,traces,O
262,using,O
262,wireless,O
262,sniffers,O
262,knowledge,O
262,dsp,O
262,programming,O
262,codecs,O
262,acoustics,O
262,noise,O
262,cancellation,O
262,tuning,O
262,audio,O
262,processing,O
262,techniques,O
262,physical,O
262,requirements,O
262,frequently,O
262,transports,O
262,offices,O
262,buildings,O
262,campuses,O
262,mile,O
262,frequently,O
262,transports,O
262,installs,O
262,equipment,O
262,5,O
262,lbs,O
262,performs,O
262,required,O
262,tasks,O
262,various,O
262,heights,O
262,e,O
262,g,O
262,standing,O
262,sitting,O
262,monitors,O
262,utilizes,O
262,computers,O
262,test,O
262,equipment,O
262,6,O
262,hours,O
262,day,O
262,continuous,O
262,communication,O
262,includes,O
262,comprehension,O
262,information,O
262,colleagues,O
262,customers,O
262,vendors,O
262,person,O
262,remotely,O
262,minimum,O
262,qualifications,O
262,education,O
262,bachelors,O
262,computer,B-DEPT
262,science,I-DEPT
262,bachelors,O
262,engineering,O
262,bachelors,O
262,information,B-SKILL
262,systems,I-SKILL
262,work,O
262,experiences,O
262,1,O
262,years,O
262,experience,O
262,programming,O
262,language,O
262,c,O
262,c,O
262,java,I-SKILL
262,python,I-SKILL
262,etc,O
262,certifications,O
262,skills,O
262,preferred,O
262,qualifications,O
262,education,O
262,work,O
262,experiences,O
262,1,O
262,years,O
262,experience,O
262,api,I-SKILL
262,1,O
262,years,O
262,experience,O
262,database,I-SKILL
262,management,O
262,software,O
262,1,O
262,years,O
262,experience,O
262,working,O
262,large,O
262,matrixed,O
262,organization,O
262,certifications,O
262,skills,O
262,mathematical,O
262,methods,O
262,object,B-SKILL
262,oriented,I-SKILL
262,programming,O
262,oop,O
262,scientific,O
262,analysis,O
262,software,B-SKILL
262,development,I-SKILL
262,lifecycle,O
262,sdlc,I-SKILL
262,software,O
262,solutions,O
263,role,O
263,flipkart,O
263,sde,O
263,2,O
263,engineers,O
263,create,O
263,features,O
263,based,O
263,product,O
263,requirements,O
263,you,O
263,re,O
263,expected,O
263,design,I-SKILL
263,code,O
263,multiple,O
263,tech,O
263,components,O
263,related,O
263,functional,O
263,area,O
263,you,O
263,re,O
263,required,O
263,learn,O
263,best,O
263,practices,O
263,design,O
263,principles,O
263,patterns,O
263,make,O
263,code,O
263,base,O
263,maintainable,O
263,extensible,O
263,must,O
263,also,O
263,develop,O
263,deep,O
263,understanding,O
263,non,O
263,functional,O
263,requirements,O
263,reliability,O
263,availability,O
263,scale,O
263,horizontal,O
263,scalability,O
263,etc,O
263,time,O
263,make,O
263,tech,O
263,stack,O
263,decisions,O
263,accordingly,O
263,looking,O
263,engineers,O
263,well,O
263,rounded,O
263,quality,O
263,conscious,O
263,product,O
263,thinkers,O
263,business,O
263,cognizant,O
263,smart,O
263,mere,O
263,coders,O
263,engineers,O
263,get,O
263,significantly,O
263,amplify,O
263,impact,O
263,scale,O
263,flipkart,O
263,operates,O
263,you,O
263,ll,O
263,design,O
263,components,O
263,translating,O
263,product,O
263,requirements,O
263,break,O
263,project,O
263,tasks,O
263,provide,O
263,accurate,O
263,estimates,O
263,independently,O
263,come,O
263,different,O
263,solutions,O
263,extensibile,O
263,low,O
263,level,O
263,design,O
263,write,O
263,modular,O
263,extensible,O
263,readable,O
263,performant,O
263,code,O
263,choose,O
263,right,O
263,data,B-SKILL
263,structures,I-SKILL
263,tools,O
263,tech,O
263,stacks,O
263,able,O
263,high,O
263,level,O
263,designing,O
263,guidance,O
263,build,O
263,develop,O
263,mentor,O
263,coach,O
263,junior,O
263,team,O
263,members,O
263,collaborate,O
263,teams,O
263,contributing,O
263,shared,O
263,vision,O
263,working,O
263,closely,O
263,cross,B-SKILL
263,functional,I-SKILL
263,stakeholders,O
263,you,O
263,ll,O
263,need,O
263,b,O
263,tech,O
263,tech,O
263,equivalent,O
263,least,O
263,3,O
263,year,O
263,experience,O
263,build,O
263,abstractions,O
263,contracts,O
263,separation,O
263,concerns,O
263,larger,O
263,scope,O
263,extensive,O
263,programming,I-SKILL
263,experience,O
263,one,O
263,programming,O
263,language,O
263,like,O
263,java,I-SKILL
263,ruby,O
263,clojure,O
263,scala,O
263,c,O
263,c,O
263,sql,I-SKILL
263,etc,O
263,strong,O
263,object,B-SKILL
263,oriented,I-SKILL
263,programming,O
263,skills,O
263,experience,O
263,multi,O
263,threading,O
263,concurrency,O
263,programming,O
263,ability,O
263,work,O
263,complex,O
263,business,O
263,flows,O
263,dealing,O
263,huge,O
263,amounts,O
263,data,O
263,prior,O
263,work,O
263,experience,O
263,agile,I-SKILL
263,environment,O
263,continuous,B-SKILL
263,integration,I-SKILL
263,continuous,O
263,delivery,O
263,ci,B-SKILL
263,cd,I-SKILL
263,experience,O
263,building,O
263,robust,O
263,scalable,O
263,web,B-SKILL
263,application,I-SKILL
263,good,O
264,functional,O
264,area,O
264,product,O
264,conception,O
264,delivery,O
264,customers,I-DEPT
264,expected,O
264,design,I-SKILL
264,code,O
264,independently,O
264,multiple,O
264,tech,O
264,components,O
264,related,O
264,functional,O
264,area,O
264,must,O
264,also,O
264,develop,O
264,deep,O
264,understanding,O
264,non,O
264,functional,O
264,requirements,O
264,reliability,O
264,availability,O
264,scale,O
264,horizontal,O
264,scalability,O
264,etc,O
264,time,O
264,make,O
264,tech,O
264,stack,O
264,decisions,O
264,accordingly,O
264,expected,O
264,actively,O
264,mentor,O
264,junior,O
264,engineers,O
264,codebase,O
264,quality,O
264,looking,O
264,seasoned,O
264,engineers,O
264,quality,O
264,conscious,O
264,product,O
264,thinkers,O
264,business,O
264,cognizant,O
264,smart,O
264,mere,O
264,coders,O
264,engineers,O
264,get,O
264,significantly,O
264,amplify,O
264,impact,O
264,work,O
264,creations,O
264,scale,O
264,flipkart,O
264,operates,O
264,scale,O
264,also,O
264,demands,O
264,engineers,O
264,produce,O
264,super,O
264,efficient,O
264,solutions,O
264,you,O
264,ll,O
264,functional,O
264,area,O
264,product,O
264,conception,O
264,delivery,O
264,given,O
264,fuzzy,O
264,product,O
264,requirement,O
264,work,O
264,stakeholders,O
264,product,O
264,understand,O
264,refine,O
264,requirements,O
264,change,O
264,tech,O
264,requirements,O
264,prepare,O
264,high,O
264,level,O
264,designs,O
264,guidance,O
264,document,O
264,low,O
264,level,O
264,design,O
264,code,O
264,independently,O
264,multiple,O
264,tech,O
264,components,O
264,related,O
264,functional,O
264,area,O
264,choose,O
264,right,O
264,tech,O
264,stack,O
264,given,O
264,situation,O
264,guidance,O
264,senior,O
264,team,O
264,members,O
264,optimise,O
264,existing,O
264,microservices,I-SKILL
264,take,O
264,non,O
264,functional,O
264,requirement,O
264,reliability,O
264,availability,O
264,scale,O
264,horizontal,O
264,scalability,O
264,considerations,O
264,taking,O
264,decision,O
264,build,O
264,develop,O
264,mentor,O
264,coach,O
264,junior,O
264,team,O
264,members,O
264,owning,O
264,quality,O
264,code,O
264,ut,O
264,coverage,O
264,documentation,I-SKILL
264,etc,O
264,collaborate,O
264,teams,O
264,contributing,O
264,shared,O
264,vision,O
264,working,O
264,closely,O
264,cross,B-SKILL
264,functional,I-SKILL
264,stakeholders,O
264,you,O
264,ll,O
264,need,O
264,b,O
264,tech,O
264,tech,O
264,equivalent,O
264,least,O
264,6,O
264,years,O
264,experience,O
264,deep,O
264,expertise,O
264,least,O
264,one,O
264,programming,I-SKILL
264,language,O
264,tech,O
264,stack,O
264,strong,O
264,object,B-SKILL
264,oriented,I-SKILL
264,design,O
264,skills,O
264,ability,O
264,apply,O
264,design,B-SKILL
264,patterns,I-SKILL
264,uncanny,O
264,ability,O
264,design,O
264,intuitive,O
264,module,O
264,class,O
264,level,O
264,interfaces,O
264,experience,O
264,building,O
264,data,O
264,driven,O
264,web,B-SKILL
264,application,I-SKILL
264,design,O
264,development,I-SKILL
264,plus,O
264,good,O
264,understanding,O
264,multiple,O
264,tech,O
264,solutions,O
264,ability,O
264,pick,O
264,correct,O
264,one,O
264,given,O
264,situation,O
264,prior,O
264,work,O
264,experience,O
264,agile,I-SKILL
264,environment,O
264,continuous,B-SKILL
264,integration,I-SKILL
264,continuous,O
264,delivery,O
264,ci,B-SKILL
264,cd,I-SKILL
264,ability,O
264,experience,O
264,designing,O
264,high,O
264,level,O
264,software,I-DEPT
264,designs,O
264,scalable,O
264,system,O
264,taking,O
264,nfr,O
264,non,O
264,functional,O
264,requirement,O
264,consideration,O
265,role,O
265,flipkart,O
265,sde,O
265,2,O
265,engineers,O
265,create,O
265,features,O
265,based,O
265,product,O
265,requirements,O
265,you,O
265,re,O
265,expected,O
265,design,I-SKILL
265,code,O
265,multiple,O
265,tech,O
265,components,O
265,related,O
265,functional,O
265,area,O
265,you,O
265,re,O
265,required,O
265,learn,O
265,best,O
265,practices,O
265,design,O
265,principles,O
265,patterns,O
265,make,O
265,code,O
265,base,O
265,maintainable,O
265,extensible,O
265,must,O
265,also,O
265,develop,O
265,deep,O
265,understanding,O
265,non,O
265,functional,O
265,requirements,O
265,reliability,O
265,availability,O
265,scale,O
265,horizontal,O
265,scalability,O
265,etc,O
265,time,O
265,make,O
265,tech,O
265,stack,O
265,decisions,O
265,accordingly,O
265,looking,O
265,engineers,O
265,well,O
265,rounded,O
265,quality,O
265,conscious,O
265,product,O
265,thinkers,O
265,business,O
265,cognizant,O
265,smart,O
265,mere,O
265,coders,O
265,engineers,O
265,get,O
265,significantly,O
265,amplify,O
265,impact,O
265,scale,O
265,flipkart,O
265,operates,O
265,you,O
265,ll,O
265,design,O
265,components,O
265,translating,O
265,product,O
265,requirements,O
265,break,O
265,project,O
265,tasks,O
265,provide,O
265,accurate,O
265,estimates,O
265,independently,O
265,come,O
265,different,O
265,solutions,O
265,extensibile,O
265,low,O
265,level,O
265,design,O
265,write,O
265,modular,O
265,extensible,O
265,readable,O
265,performant,O
265,code,O
265,choose,O
265,right,O
265,data,B-SKILL
265,structures,I-SKILL
265,tools,O
265,tech,O
265,stacks,O
265,able,O
265,high,O
265,level,O
265,designing,O
265,guidance,O
265,build,O
265,develop,O
265,mentor,O
265,coach,O
265,junior,O
265,team,O
265,members,O
265,collaborate,O
265,teams,O
265,contributing,O
265,shared,O
265,vision,O
265,working,O
265,closely,O
265,cross,B-SKILL
265,functional,I-SKILL
265,stakeholders,O
265,you,O
265,ll,O
265,need,O
265,b,O
265,tech,O
265,tech,O
265,equivalent,O
265,least,O
265,3,O
265,year,O
265,experience,O
265,build,O
265,abstractions,O
265,contracts,O
265,separation,O
265,concerns,O
265,larger,O
265,scope,O
265,extensive,O
265,programming,I-SKILL
265,experience,O
265,one,O
265,programming,O
265,language,O
265,like,O
265,java,I-SKILL
265,ruby,O
265,clojure,O
265,scala,O
265,c,O
265,c,O
265,sql,I-SKILL
265,etc,O
265,strong,O
265,object,B-SKILL
265,oriented,I-SKILL
265,programming,O
265,skills,O
265,experience,O
265,multi,O
265,threading,O
265,concurrency,O
265,programming,O
265,ability,O
265,work,O
265,complex,O
265,business,O
265,flows,O
265,dealing,O
265,huge,O
265,amounts,O
265,data,O
265,prior,O
265,work,O
265,experience,O
265,agile,I-SKILL
265,environment,O
265,continuous,B-SKILL
265,integration,I-SKILL
265,continuous,O
265,delivery,O
265,ci,B-SKILL
265,cd,I-SKILL
265,experience,O
265,building,O
265,robust,O
265,scalable,O
265,web,B-SKILL
265,application,I-SKILL
265,good,O
266,responsibilities,O
266,analyzing,O
266,understanding,O
266,software,I-DEPT
266,functional,O
266,requirements,O
266,specification,O
266,ensure,O
266,quality,O
266,designing,O
266,test,O
266,cases,O
266,high,O
266,coverage,O
266,identifying,O
266,reporting,O
266,defects,O
266,contributing,O
266,features,O
266,user,O
266,stories,O
266,modules,O
266,test,O
266,strategy,O
266,working,O
266,team,O
266,quality,O
266,timely,O
266,deliveries,O
266,part,O
266,monitoring,I-ROLE
266,analytics,I-DEPT
266,business,O
266,resides,O
266,connected,O
266,care,O
266,business,O
266,cluster,O
266,mais,O
266,software,B-DEPT
266,solutions,I-DEPT
266,business,O
266,encompassing,O
266,patient,O
266,monitoring,O
266,capabilities,O
266,solutions,O
266,reach,O
266,370,O
266,million,O
266,people,O
266,every,O
266,year,O
266,advanced,O
266,intelligence,O
266,platforms,O
266,provide,O
266,clinicians,O
266,information,O
266,need,O
266,make,O
266,smart,O
266,decisions,O
266,ultimate,O
266,priority,O
266,enable,O
266,caregivers,O
266,administrators,O
266,patients,O
266,make,O
266,decisions,O
266,support,I-SKILL
266,better,O
266,health,O
266,increase,O
266,efficiency,O
266,control,O
266,costs,O
266,pic,O
266,bangalore,O
266,team,O
266,part,O
266,global,O
266,monitoring,O
266,analytics,O
266,rd,O
266,team,O
266,drive,O
266,business,O
266,roadmap,O
266,succeed,O
266,role,O
266,following,O
266,skills,O
266,experience,O
266,2,O
266,year,O
266,experience,O
266,automation,I-SKILL
266,testing,I-SKILL
266,good,O
266,experience,O
266,bdd,O
266,framework,O
266,contributing,O
266,feature,O
266,files,O
266,development,I-SKILL
266,gherkin,O
266,hands,O
266,experience,O
266,defining,O
266,test,O
266,cases,O
266,functional,O
266,testing,O
266,hands,O
266,experience,O
266,automation,O
266,testing,O
266,using,O
266,selenium,O
266,experience,O
266,c,O
266,net,O
266,based,O
266,framework,O
266,development,O
266,ability,O
266,collect,O
266,read,O
266,logs,O
266,ability,O
266,articulate,O
266,problem,O
266,areas,O
266,speed,O
266,defect,O
266,analysis,O
266,process,O
266,good,O
266,understanding,O
266,object,B-SKILL
266,oriented,I-SKILL
266,programming,I-SKILL
266,skills,O
266,ability,O
266,work,O
266,hand,O
266,hand,O
266,development,B-DEPT
266,team,I-DEPT
266,thereby,O
266,enabling,O
266,early,O
266,detection,O
266,defects,O
266,hands,O
266,using,O
266,repository,O
266,like,O
266,git,O
266,experience,O
266,working,O
266,scrum,I-SKILL
266,teams,O
266,agile,I-SKILL
266,wow,O
266,experience,O
266,working,O
266,ci,B-SKILL
266,cd,I-SKILL
266,pipelines,O
266,good,B-SKILL
266,communication,I-SKILL
266,documentation,I-SKILL
266,skills,O
266,work,O
266,experience,O
266,systems,O
266,used,O
266,healthcare,I-DEPT
266,plus,O
266,good,O
266,understanding,O
266,defect,O
266,management,O
266,procedures,O
266,tools,O
266,demonstrated,O
266,understanding,O
266,problem,B-SKILL
266,solving,I-SKILL
266,techniques,O
266,personal,O
266,characteristics,O
266,good,O
266,communication,O
266,documentation,O
266,skills,O
266,selfstarter,O
266,quick,O
266,learner,O
266,ability,O
266,work,O
266,teams,O
266,software,O
266,craftsmanship,O
266,mindset,O
266,proactive,O
266,selfdriven,O
266,possesses,O
266,due,O
266,sense,O
266,urgency,O
266,ability,O
266,stay,O
266,focused,O
266,target,O
266,deliver,O
266,agile,O
266,manner,O
266,openness,O
266,collaborate,O
266,interest,O
266,project,O
266,organization,O
266,shall,O
266,good,O
266,technically,O
266,good,O
266,problem,O
266,solving,O
266,abilities,O
266,working,O
266,multisite,O
266,teams,O
266,quality,O
266,conscious,O
266,process,O
266,customer,O
266,oriented,O
266,identifies,O
266,innovative,O
266,solutions,O
266,solve,O
266,complex,O
266,test,O
266,problems,O
267,develops,O
267,information,B-SKILL
267,systems,I-SKILL
267,designing,O
267,developing,I-SKILL
267,installing,O
267,software,B-DEPT
